"Creative name","Dimensions (width x height)","Third-party tag","Landing page URL","Expanding direction","Expands on hover (""Yes"" or ""No"")","Requires HTML5 (""Yes"" or ""No"")","Requires MRAID (""Yes"" or ""No"")","Requires ping for attribution (""Yes"" or ""No"")","Integration code (Optional)","Notes (Optional)"
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/es/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130253"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130253.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/secrets/countdown/es/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130254"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130254.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/secrets/countdown/es/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130255"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130255.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130256"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130256.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130257"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130257.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130258"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130258.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130259"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130259.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130260"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130260.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130261"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130261.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/secrets/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130262"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130262.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/secrets/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130263"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130263.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/de/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130264"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130264.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/de/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130265"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130265.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/de/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130266"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130266.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/de/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130267"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130267.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/de/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130268"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130268.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/de/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130269"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130269.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/secrets/countdown/de/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130270"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130270.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
